,Unnamed: 0,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,label,clean_review
1467,1467,Tiếng xe máy lên dốc hơi ồn,0,2,0,0,0,0,{luu_tru#negative},tiếng xe_máy lên dốc hơi ồn
1468,1468,"Nước uống bình thường, giá hợp túi tiền. Quán view ngay bờ biển, lần đầu tiên đến k nghĩ giá lại rẻ như vậy với quán cf ngay sát biển. Lần nào ghé QN mình cũng phải ngồi đây vài buổi tối. Một điểm nên đến khi ghé QN mn nhé.",0,0,0,5,0,0,{an_uong#very_positive},nước uống bình_thường giá hợp túi_tiền quán view ngay bờ biển lần đầu_tiên đến k nghĩ giá lại rẻ như_vậy với quán cf ngay sát biển lần nào ghé qn mình cũng phải ngồi đây vài buổi tối một điểm nên đến khi ghé qn mn nhé
1469,1469,"Anh chị lễ tân rất nhiệt tình, nói chuyện vui vẻ hay cười tạo cảm giác thoải mái và thân thiện cho khách, phòng đẹp hết nước chấm luôn, nhà vệ sinh sạch sẽ",0,5,5,0,0,0,"{luu_tru#very_positive}, {nha_hang#very_positive}",anh_chị lễ_tân rất nhiệt_tình nói_chuyện vui_vẻ hay cười tạo cảm_giác thoải_mái và thân_thiện cho khách phòng đẹp hết nước chấm luôn nhà_vệ_sinh sạch_sẽ
1470,1470,"Cốp xe tại quy nhơn vừa tiện lợi lại vừa tiết kiệm chi phí, làm chủ và làm chủ thời gian, thoải mái thật sự.",0,0,0,0,5,0,{di_chuyen#very_positive},cốp xe tại quy nhơn vừa tiện_lợi lại vừa tiết_kiệm chi_phí làm chủ và làm chủ thời_gian thoải_mái thật_sự
1471,1471,"phòng sạch sẽ, giá ok, vị trí thì gần trung tâm rất tiện. bạn nhân viên tên Đạt rất dễ thương",0,4,0,0,0,0,{luu_tru#positive},phòng sạch_sẽ giá ok vị_trí thì gần trung_tâm rất tiện bạn nhân_viên tên đạt rất dễ_thương
1472,1472,"Nhà hàng hải sản Dương Râu là một trong những nhà hàng được khách du lịch đặc biệt yêu thích khi  đến thành phố biển Quy Nhơn. Menu của quán vô cùng đa dạng với rất nhiều những món hải sản tươi ngon, chất lượng. Đầu bếp tài năng, giàu kinh nghiệm, mang đến cho khách hàng những món ngon tinh tế, hấp dẫn nhất.

Cua ở Dương Râu rất được yêu thích, như cua sốt trứng muối, cua rang me, miến cua, lẩu riêu cua… Các món hải sản khác thì nhiều vô kể luôn nha. Hầu hết những món phổ biến nhất đều có đầy đủ cả.

Hải sản luôn đảm bảo độ tươi ngon, hấp dẫn. Đặc biệt bạn có thể thấy chúng còn đang tung tăng bơi lội trong các bể nuôi nữa nhé. Khi đến quán bạn chỉ cần chỉ xem muốn ăn loại nào, vị gì, lúc này đầu bếp sẽ chế biến tại đó theo yêu cầu của bạn luôn nè.

Không gian quán thì siêu rộng rãi với 3 tầng khác nhau. Thích hợp để tổ chức tiệc tùng, liên hoan, hội họp. Đội ngũ nhân viên cực kỳ thân thiện, dễ gần, phục vụ chu đáo, nhiệt tình. Giá cả được niêm yết công khai, minh bạch. không chặt chém. Điểm 10 cho chất lượng, điểm 10 cho phục vụ bạn nhé.

",0,0,5,5,0,0,"{nha_hang#very_positive}, {an_uong#very_positive}",nhà_hàng hải_sản_dương râu là một trong những nhà_hàng được khách du_lịch đặc_biệt yêu thích khi đến thành_phố biển quy nhơn menu của quán vô_cùng đa_dạng với rất nhiều những món hải_sản tươi ngon chất_lượng đầu_bếp tài_năng giàu kinh_nghiệm mang đến cho khách_hàng những món ngon tinh_tế hấp_dẫn nhất cua ở dương râu rất được yêu thích như cua sốt trứng muối cua rang me miến cua lẩu riêu cua các món hải_sản khác thì nhiều vô_kể luôn nha hầu_hết những món phổ_biến nhất đều có đầy_đủ cả hải_sản luôn đảm_bảo độ tươi ngon hấp_dẫn đặc_biệt bạn có_thể thấy chúng còn đang tung_tăng bơi_lội trong các bể nuôi nữa nhé khi đến quán bạn chỉ cần chỉ xem muốn ăn loại nào vị gì lúc này đầu_bếp sẽ chế_biến tại đó theo yêu_cầu của bạn luôn nè không_gian quán thì siêu rộng_rãi với 3 tầng khác nhau thích_hợp để tổ_chức tiệc_tùng liên_hoan hội_họp đội_ngũ nhân_viên cực_kỳ thân_thiện dễ gần phục_vụ chu_đáo nhiệt_tình giá_cả được niêm_yết công_khai minh_bạch không chặt chém điểm 10 cho chất_lượng điểm 10 cho phục_vụ bạn nhé
1473,1473,"Hôm về QN đc dẫn đi ăn ở quán này. Đến quán tầm 1h trưa mà vẫn đông khách quá trời. Không gian khá rộng, tuy không có máy lạnh nhưng không bị nóng quá. Nhân viên đông và cũng nhanh nhẹn Cút ram me ngon nè, vị đậm đà ăn thích lắm. Con cút cũng nhỏ nhỏ chứ hông béo núc ních như cút ở sg Gà nướng ướp thấm vị, ăn ngon quá trời, ăn kèm vs xôi chiên hai mặt cũng ngon nhưng hơi dầu Gà hấp dai ngon, đúng kiểu gà ta thả vườn. Ăn thêm tô miến nấu vs lòng gà và nấm nữa là hết ý luôn nha. Giá cũng okay chứ hông cao lắm",0,0,0,5,0,0,{an_uong#very_positive},hôm về qn đc dẫn đi ăn_ở quán này đến quán tầm 1h trưa mà vẫn đông khách quá_trời không_gian khá rộng tuy không có máy_lạnh nhưng không bị nóng quá nhân_viên đông và cũng nhanh_nhẹn cút ram me ngon nè vị đậm_đà ăn thích lắm con cút cũng nhỏ nhỏ chứ hông béo_núc ních như cút ở sg gà nướng ướp thấm vị ăn ngon quá_trời ăn kèm vs xôi chiên hai mặt cũng ngon nhưng hơi dầu gà hấp dai ngon đúng kiểu gà ta thả vườn ăn thêm tô miến nấu vs lòng gà và nấm nữa là hết_ý luôn nha giá cũng okay chứ hông cao lắm
1474,1474,"Khu mua sắm bán rất nhiều đồ đẹp, nhưng hơi mắc ,tôi thích nhất đến đây đi dạo, và ăn uống",0,0,0,4,0,3,"{an_uong#positive}, {mua_sam#neutral}",khu mua_sắm bán rất nhiều đồ đẹp nhưng hơi mắc tôi thích nhất đến đây đi dạo và ăn_uống
1475,1475,"Người bán ở đây nhìn mặt khách du lịch mà chặt đấy, mình đi 2 người vô hỏi giá tới tận 50k/phần - 2 bánh. Lúc đó mình có nói sao bánh xèo đây mắc vậy vì mình cũng dân miền Trung thì ng bán ở đó bảo bán 2 năm nay giá vậy rồi, thái độ lại vừa cười nhạt vừa báo giá khiến mình cũng cảm thấy k dc tôn trọng vậy nên mình đứng dậy đi luôn. Nói chung là các bạn nên cẩn thận.",0,0,0,1,0,0,{an_uong#very_negative},người bán ở đây nhìn mặt khách du_lịch mà chặt đấy mình đi 2 người vô hỏi giá tới tận 50kphần 2 bánh lúc đó mình có nói sao bánh_xèo đây mắc vậy vì mình cũng dân miền trung thì ng bán ở đó bảo bán 2 năm nay giá vậy rồi thái_độ lại vừa cười_nhạt vừa báo_giá khiến mình cũng cảm_thấy k dc tôn_trọng vậy nên mình đứng dậy đi luôn nói_chung là các bạn nên cẩn_thận
1476,1476,"Chổ gửi xe máy bất tiện vì nhỏ và 3 khách sạn dùng chung, lấy xe để trong phải tự lấy, mất nón nếu để ngoài không cất trong cốp.",0,3,0,0,0,0,{luu_tru#neutral},chổ gửi xe_máy bất_tiện vì nhỏ và 3 khách_sạn dùng chung lấy xe để trong phải tự lấy mất nón nếu để ngoài không cất trong cốp
1477,1477,"Mình đến quán này chắc cũng được 2 lần rồi. Đồ nướng ở đây cũng giống như nhiều quán khác đồng giá 35k cho mỗi đĩa nướng,Nhưng điều đặc biệt hơn là nướng ngói bằng than, chứ không phải bằng chảo kim loại với bếp ga như những quán khác. Nên mình thấy đồ ăn khi nướng ra thì sẽ có vị thơm hơn, thấm hơn nên ăn ngon hơn nhiều. Một đĩa 35k mà cũng nhiều nữa, được tẩm ướp sẵn mình tự nướng thôi. Mỗi đứa chưa tới 100k là ăn đắm đuối rồi. Trời se se lạnh thế này mà được ăn đồ nướng là nhất luôn.",0,0,0,5,0,0,{an_uong#very_positive},mình đến quán này chắc cũng được 2 lần rồi đồ nướng ở đây cũng giống như nhiều quán khác đồng giá 35k cho mỗi đĩa nướngnhưng điều đặc_biệt hơn là nướng ngói bằng than chứ không phải bằng chảo kim_loại với bếp ga như những quán khác nên mình thấy đồ_ăn khi nướng ra thì sẽ có vị thơm hơn thấm hơn nên ăn ngon hơn nhiều một đĩa 35k mà cũng nhiều nữa được tẩm ướp sẵn mình tự nướng thôi mỗi đứa chưa tới 100k là ăn đắm_đuối rồi trời se_se lạnh thế_này mà được ăn đồ nướng là nhất luôn
1478,1478,"Hôm trước mình cùng bạn đi tới quán uống. Mặc dù không gian ở đây hơn nhỏ nhưng tạo cảm giác thoáng. Phục vụ tương đối tốt. Nước thì ngon. Giá không mắc. Mình có gọi oreo mint blended. Đây là một dạng nước cookie với bánh là oreo, phía trên là kem phần dưới là đá, oreo, sữa (còn gì nữa thì mình không chắc) trộn rồi bào nhỏ và xốp hết mức, ngon ngon ngọt ngọt. Khi uống còn cảm nhận được đá bào tan nhanh trong miệng rất đã :). Nói chung là theo mình nhận xét thì quán này là một trong những quán nên đến ^^",0,0,0,5,0,0,{an_uong#very_positive},hôm trước mình cùng bạn đi tới quán uống mặc_dù không_gian ở đây hơn nhỏ nhưng tạo cảm_giác thoáng phục_vụ tương_đối tốt nước thì ngon giá không mắc mình có gọi oreo mint blended đây là một dạng nước cookie với bánh là oreo phía trên là kem phần dưới là đá oreo sữa còn gì nữa thì mình không chắc trộn rồi bào nhỏ và xốp hết_mức ngon ngon_ngọt ngọt khi uống còn cảm_nhận được đá bào tan nhanh trong miệng rất đã nói_chung là theo mình nhận_xét thì quán này là một trong những quán nên đến
1479,1479,Những người phụ nữ ghé thăm bàn của bạn để gọi món không ưu tiên cho câu hỏi của bạn nếu bạn có một số về Các món ăn.,0,0,0,0,0,0,{an_uong#very_positive},những người phụ_nữ ghé thăm bàn của bạn để gọi món không ưu_tiên cho câu hỏi của bạn nếu bạn có một_số về các món ăn
1480,1480,"Cách xa thành phố 45p thuộc xã An Nhơn.
Rộng rãi thoáng mát, có hơi lộn xộn hàng quán ở sảnh đi nhưng nhìn chung khá ổn.
Sân bay nhỏ vắng người nên làm thủ tục cũng không phải chờ lâu cho dù là cuối tuần.",0,0,0,0,3,0,{di_chuyen#neutral},cách xa thành_phố 45p thuộc xã an_nhơn rộng_rãi thoáng mát có hơi lộn_xộn hàng_quán ở sảnh đi nhưng nhìn_chung khá ổn sân_bay nhỏ vắng người nên làm thủ_tục cũng không phải chờ lâu cho_dù là cuối tuần
1481,1481,"(Bản dịch của Google) Thật tốt khi có thể mua internet và phạm vi giá khác nhau, nhưng tôi đã gặp khó khăn trong việc tìm vị trí. Đừng để bị mất!
",0,0,0,0,3,0,{di_chuyen#neutral},bản dịch của google thật tốt khi có_thể mua internet và phạm_vi giá khác nhau nhưng tôi đã gặp khó_khăn trong việc tìm vị_trí đừng để bị mất
1482,1482,"Chưa có sự nổi trội lắm, nhưng tôi thấy nó đang phát triển thêm một bước tiến mới. Mong trong thời gian sắp tới sẽ không làm tôi thất vọng.
",0,0,0,0,0,3,{mua_sam#neutral},chưa có sự nổi_trội lắm nhưng tôi thấy nó đang phát_triển thêm một bước_tiến mới mong trong thời_gian sắp tới sẽ không làm tôi thất_vọng
1483,1483,"Đã hơn 60 năm hình thành và phát triển, cho đến nay, tuy phải trải qua muôn vàn gian khó nhưng Nhà hát tuồng Đào Tấn vẫn giữ được truyền thống là một trong những con chim đầu đàn trong số các đơn vị biểu diễn kịch hát truyền thống mang tầm vóc quốc gia, luôn nhận được sự đánh giá cao của khán giả trong nước. Nghệ thuật Tuồng Đào Tấn cũng đã đến với nhiều quốc gia trên thế giới như: Liên Xô (cũ), Anh, Pháp, Đức, Ba Lan, Tiệp Khắc (cũ), Bun- ga ri, Lào, Cam Pu Chia, … và đã nhận được sự hoan nghênh, tán thưởng của bạn bè quốc tế. Trong quá trình hoạt động nghệ thuật, Nhà hát đã  giành được nhiều phần thưởng, giải thưởng cấp quốc gia, rất nhiều nghệ sỹ  được Nhà nước phong tặng danh hiệu NSND, NSƯT.",5,0,0,0,0,0,{giai_tri#very_positive},đã hơn 60 năm hình_thành và phát_triển cho đến nay tuy phải trải qua muôn_vàn gian_khó nhưng nhà_hát tuồng đào tấn vẫn giữ được truyền_thống là một trong những con chim_đầu_đàn trong số các đơn_vị biểu_diễn kịch_hát truyền_thống mang tầm_vóc quốc_gia luôn nhận được sự đánh_giá cao của khán_giả trong nước nghệ_thuật tuồng đào tấn cũng đã đến với nhiều quốc_gia trên thế_giới như liên xô cũ anh pháp đức ba_lan tiệp khắc cũ bun ga ri lào cam pu chia và đã nhận được sự hoan_nghênh tán_thưởng của bạn_bè quốc_tế trong quá_trình hoạt_động nghệ_thuật nhà_hát đã giành được nhiều phần_thưởng giải_thưởng cấp quốc_gia rất nhiều nghệ_sỹ được nhà_nước phong_tặng danh_hiệu nsnd nsưt
1484,1484,"Chúng tôi đã ăn ở đây 2 lần trong một tuần, 1 bữa trưa và 1 bữa tối, chủ yếu là do thuận tiện cho khách ở các khách sạn gần đó. Cả hai lần, cùng một thực đơn và khẩu phần vì không có phần đặc biệt cho bữa trưa hoặc phần khác cho bữa trưa và bữa tối. Không phải tất cả các món ăn đều là món ăn Việt Nam chính hiệu vì có sự kết hợp của một số món ăn không ngon.",0,4,0,2,0,0,"{luu_tru#positive}, {an_uong#negative}",chúng_tôi đã ăn_ở đây 2 lần trong một tuần 1 bữa trưa và 1 bữa tối chủ_yếu là do thuận_tiện cho khách ở các khách_sạn gần đó cả hai lần cùng một thực_đơn và khẩu_phần vì không có phần đặc_biệt cho bữa trưa hoặc phần khác cho bữa trưa và bữa tối không phải tất_cả các món ăn đều là món ăn việt_nam chính_hiệu vì có sự kết_hợp của một_số món ăn_không ngon
1485,1485,"Cảng rất ok,  nhân viên nhiệt tình hướng dẫn,  chất lượng bay rất tốt
",0,0,0,0,5,0,{di_chuyen#very_positive},cảng rất ok nhân_viên nhiệt_tình hướng_dẫn chất_lượng bay rất tốt
1486,1486,"Giá cả tầm 10k trở lên cho một phần đồ uống , nói chung khá rẻ so với mặt bằng thành phố . Mình thấy chung mấy loại đồ uống loại nào cũng dễ uống hết chỉ trừ những loại có lá bạc hà kèm theo thì hơi khó uống tẹo . Có lẽ một phần là bỏ nhiều bạc hà quá nênn hơi hăng",0,0,0,4,0,0,{an_uong#positive},giá_cả tầm 10k trở lên cho một phần đồ uống nói_chung khá rẻ so với mặt_bằng thành_phố mình thấy chung mấy loại đồ uống loại nào cũng dễ uống hết chỉ trừ những loại có lá bạc_hà kèm theo thì hơi khó uống tẹo có_lẽ một phần là bỏ nhiều bạc_hà quá nênn hơi hăng
1487,1487,"Quán ăn cũng khá ngon, giá hợp lý, 4 người ăn 6 dĩa hết 120k cả nc và khăn ướt. Ăn vào buổi chiều cũng khá đông",0,0,0,5,0,0,{an_uong#very_positive},quán ăn cũng khá ngon giá hợp_lý 4 người ăn 6 dĩa hết 120k cả nc và khăn ướt ăn vào buổi chiều cũng khá đông
1488,1488,"Tối qua mình và bạn mình đã tới Banana mama. Mọi hôm cuối tuần ở đây rất đông không có bàn nên chỉ mua rượi rồi đi vòng vòng nghe nhạc tuy nhiên hôm qua mình đi là ngày trong tuần vì vậy còn bàn để ngồi vừa uống vừa nghe nhạc vừa chill với bạn bè rất là thoải mái. Không gian quán mang hơi hướng summer, năng động và rất chất tây, còn được ngắm view từ tầng cao rất rất đẹp luôn, sài gòn ban đêm rất đẹp khi được ngắm ở đây nhé. Điểm đặc biệt là nhân viên phục vụ mọi người rất nhiệt tình hay hỏi thăm là rượi uống được không, hay bạn dùng đồ ăn ngon chứ đặc biệt hơn là có anh phục vụ Tommy (thắng) người việt nam nên a thường xuyên trò chuyện với bàn mình anh có vốn kiến thức về rượi rất chuyên sâu và thú vị, anh nhiệt tình lắm luôn nhờ anh mà em và bạn em đã có một buổi tối trãi nghiệm tại Banana mama rất tuyệt vời ❤️ thank you for all ❤️",4,0,0,5,0,0,"{giai_tri#positive}, {an_uong#very_positive}",tối_qua mình và bạn mình đã tới banana mama mọi hôm cuối tuần ở đây rất đông không có bàn nên chỉ mua rượi rồi đi vòng_vòng nghe nhạc tuy_nhiên hôm_qua mình đi là ngày trong tuần vì_vậy còn bàn để ngồi vừa uống vừa nghe nhạc vừa chill với bạn_bè rất là thoải_mái không_gian quán mang hơi_hướng summer năng_động và rất chất tây còn được ngắm view từ tầng cao rất rất đẹp luôn sài_gòn ban_đêm rất đẹp khi được ngắm ở đây nhé điểm đặc_biệt là nhân_viên phục_vụ mọi người rất nhiệt_tình hay hỏi_thăm là rượi uống được không hay bạn dùng đồ_ăn ngon chứ đặc_biệt hơn là có anh phục_vụ tommy thắng người việt_nam nên a thường_xuyên trò_chuyện với bàn mình anh có vốn kiến_thức về rượi rất chuyên_sâu và thú_vị anh nhiệt_tình lắm luôn nhờ anh mà em và bạn em đã có một buổi tối trãi nghiệm tại banana mama rất tuyệt_vời red heart thank you for all red heart
1489,1489,"Cơn ác mộng. Chạy ẩu kinh khủng. Ngồi mà run. Xe thì xuống cấp tồi tàn. Nhắn tin khẩn cấp cho hotline không được. Đang năn nỉ tài xế chạy chậm lại. Ngồi ghê sau giồng lắc kinh khủng. Cầu mong  chuyến đi kết thúc
",0,0,0,0,2,0,{di_chuyen#negative},cơn ác_mộng chạy ẩu kinh_khủng ngồi mà run xe thì xuống_cấp tồi_tàn nhắn_tin khẩn_cấp cho hotline không được đang năn_nỉ tài_xế chạy chậm lại ngồi ghê sau giồng lắc kinh_khủng cầu_mong chuyến đi kết_thúc
1490,1490,"Trò chơi cho bé có may thì hư máy thì cho xu vào ko hoạt động.
",3,0,0,0,0,0,{giai_tri#neutral},trò_chơi cho bé có may thì hư máy thì cho xu vào ko hoạt_động
1491,1491,"Ngày Quy Nhơn mưa to gió lớn, đã nếm thử các món đặc sản và thèm cơm. Quán khá là bắt mât, dễ tìm, lối decor riêng kiểu bao cấp. Bước vào quán thấy khá rộng rãi, thoáng, sạch sẽ. Quán khá đông, tầng 1 và 2 thông nhau nên nói chuyện khá vang và ồn. Nhạc bật nhẹ nhàng, dễ nghe, ăn rất vào. Về món ăn: Món ăn nấu ngon, đậm, tuy nhiên có mòn gà rang sả ớt hơi mặn Phần ăn tương đối nhiều, mình đi 2 người mà gọi món cỡ 3 4 người ăn vẫn đủ, làm è cổ ra ăn cho cố. Về phục vụ: khá nhanh nhẹn, lễ phép, nhiệt tình và dễ chịu. Cực kỳ recommend khi đi ăn có người lớn tuổi (k thích đi ăn vặt).",0,0,0,4,0,0,{an_uong#positive},ngày quy nhơn mưa to gió lớn đã nếm thử các món đặc_sản và thèm cơm quán khá là bắt mât dễ tìm lối decor riêng kiểu bao_cấp bước vào quán thấy khá rộng_rãi thoáng sạch_sẽ quán khá đông tầng 1 và 2 thông nhau nên nói_chuyện khá vang và ồn nhạc bật nhẹ_nhàng dễ nghe ăn rất vào về món ăn món ăn nấu ngon đậm tuy_nhiên có mòn gà rang sả ớt hơi mặn phần ăn tương_đối nhiều mình đi 2 người mà gọi món cỡ 3 4 người ăn vẫn đủ làm è_cổ ra ăn cho cố về phục_vụ khá nhanh_nhẹn lễ_phép nhiệt_tình và dễ_chịu cực_kỳ recommend khi đi ăn có người lớn_tuổi k thích đi ăn vặt
1492,1492,"Quán này có thâm niên hơn ba mươi năm rồi, được xem là đệ nhất bánh mì lagu ở Quy nhơn. Chỉ bán buổi chiều tới khuya và lúc nào cũng nườm nượp khách. Nằm trong một cái hẻm bé tẹo, quán cũng nhỏ, khách phải leo lên đoạn cầu thang cũng có chút xíu. Khay ăn dọn lên gồm một dĩa bánh mì nóng giòn xắt khúc, một tô lagu có miếng thịt ngọt lừ, thêm chút bùi bùi từ hạt sen, củ lang, cà rốt, đậu đỏ…Trước khi nướng, người bán nhanh tay quét một lớp bơ đều lên bánh, tỏa mùi thơm nồng nàn",0,0,0,5,0,0,{an_uong#very_positive},quán này có thâm_niên hơn ba_mươi năm rồi được xem là đệ nhất bánh_mì lagu ở quy nhơn chỉ bán buổi chiều tới khuya và lúc_nào cũng nườm_nượp khách nằm trong một cái hẻm bé tẹo quán cũng nhỏ khách phải leo lên đoạn cầu_thang cũng có chút_xíu khay ăn dọn lên gồm một dĩa bánh_mì nóng giòn xắt khúc một tô lagu có miếng thịt ngọt_lừ thêm chút bùi_bùi_từ hạt sen củ lang cà_rốt đậu đỏtrước khi nướng người bán nhanh tay quét một lớp bơ đều lên bánh toả mùi thơm nồng_nàn
1493,1493,🍒Quán xinh. Nhỏ nhỏ ấm cúng Về package ly tách này nọ rất đẹp nhưng nước uống thì tạm ổn thôi ko có gì đặc biệt lắm nè Bữa đó mình uống trà xanh còn bạn mình uống gì quên rồi 🍒Giá cả bình thường ko mắc lắm,0,0,0,4,0,0,{an_uong#positive},cherriesquán xinh nhỏ nhỏ ấm_cúng về package ly tách này_nọ rất đẹp nhưng nước uống thì tạm ổn thôi ko có gì đặc_biệt lắm nè bữa đó mình uống trà xanh còn bạn mình uống gì quên rồi cherriesgiá cả bình_thường ko mắc lắm
1494,1494,Cảm ơn các em đã hổ trợ chị rất nhiệt tình trong 3 ngày chị ở Quy Nhơn công tác và du lịch. Có dịch vụ cho thuê xe máy giao xe tận nơi và đến tận nơi lấy xe thế này thật sự tiện lợi và tiết kiệm chi phí quá.,0,0,0,0,4,0,{di_chuyen#positive},cảm_ơn các em đã hổ trợ chị rất nhiệt_tình trong 3 ngày chị ở quy nhơn công_tác và du_lịch có dịch_vụ cho thuê xe_máy giao xe tận nơi và đến tận nơi lấy xe thế_này thật_sự tiện_lợi và tiết_kiệm chi_phí quá
1495,1495,"Vừa thuê 1 xe số và 1 xe ga ở đây xe số 120K xe ga 150K tính 24 tiếng bắt đầu từ lúc mình nhận xe. Có hổ trợ giao xe tận nơi rất nhiệt tình, xe mới, sạch và đẹp",0,0,0,0,4,0,{di_chuyen#positive},vừa thuê 1 xe số và 1 xe ga ở đây xe số 120k xe ga 150k tính 24 tiếng bắt_đầu từ lúc mình nhận xe có hổ trợ giao xe tận nơi rất nhiệt_tình xe mới sạch và đẹp
1496,1496,"Đúng địa chỉ, siêu thị có bán bánh mì và các đồ ăn tươi sống như thịt cá, trái cây tươi và nhiều đồ gia dụng khác. (mặt tiền đường 31 tháng 3, tầng 1 TTTM An Phú Thịnh)
",0,0,0,0,0,5,{mua_sam#very_positive},đúng địa_chỉ siêu_thị có bán bánh_mì và các đồ_ăn tươi_sống như thịt cá trái_cây tươi và nhiều đồ gia_dụng khác mặt_tiền đường 31 tháng 3 tầng 1 tttm an_phú thịnh
1497,1497,Nhà hàng có không gian mở và có thực đơn phong phú. Chúng tôi đã gọi đồ ăn nhưng không đúng. Tôm nướng BBQ không có gì đặc biệt cũng không phải là thịt bò. Địa điểm là một nhà hàng thịt bò. Không có gì đặc biệt hoặc tốt đẹp để viết về nơi này. Thức ăn được thực hiện kém và trình bày thì tệ. Không ấn tượng. Điều thú vị là người phục vụ sẽ cảm thấy cá nhân khi bạn đặt câu hỏi về cách nấu nướng của anh ta. Có người phục vụ nấu thức ăn.,0,0,2,2,0,0,"{nha_hang#negative}, {an_uong#negative}",nhà_hàng có không_gian mở và có thực_đơn phong_phú chúng_tôi đã gọi đồ_ăn nhưng không đúng tôm nướng bbq không có gì đặc_biệt cũng không phải là thịt bò địa_điểm là một nhà_hàng thịt bò không có gì đặc_biệt hoặc tốt_đẹp để viết về nơi này thức_ăn được thực_hiện kém và trình_bày thì tệ không ấn_tượng điều thú_vị là người phục_vụ sẽ cảm_thấy cá_nhân khi bạn đặt câu hỏi về cách nấu_nướng của anh ta có người phục_vụ nấu thức_ăn
1498,1498,"Kiến trúc mang đậm phong cách Pháp, tuy vắng hơn trước nhưng lại mang nét thơ mộng riêng. Nên đi vào thứ 7 & CN.",0,4,0,0,0,0,{luu_tru#positive},kiên truc mang đâm phong cach phap tuy văng hơn trươc nhưng lai mang net thơ mông riêng nên đi vao thư 7 cn
1499,1499,"Giao tiếp tốt, xe SUV cỡ trung thoải mái. Rất khuyến khích . Đúng giờ và không tốn nhiều công sức. Chúng tôi là một gia đình 3 người",0,0,0,0,5,0,{di_chuyen#very_positive},giao_tiếp tốt xe suv cỡ trung thoải_mái rất khuyến_khích đúng giờ và không tốn nhiều công_sức chúng_tôi là một gia_đình 3 người
1500,1500,"Rộng, đẹp, sạch, văn minh, phù hợp cho chạy bộ, thể dục, đi dạo. Cv bán nhiều đồ ăn vặt nên thi thoảng có khá nhiều rác. Buổi chiều có  thể xem bóng chuyền bãi biển.
",4,0,0,0,0,0,{giai_tri#positive},rộng đẹp sạch văn_minh phù_hợp cho chạy bộ thể_dục đi dạo cv bán nhiều đồ_ăn vặt nên thi_thoảng có khá nhiều rác buổi chiều có_thể xem bóng_chuyền bãi biển
1501,1501,Ít nhất phải nói rằng thực phẩm không có hương vị quá đắt và nhàm chán. Cách trình bày ngớ ngẩn kỳ cục. Thậm chí không thể biết một món ăn được cho là bao gồm những gì cộng với cách chuẩn bị rõ ràng như vậy từ trước. Tránh ra !!!!,0,0,0,1,0,0,{an_uong#very_negative},ít_nhất phải nói rằng thực_phẩm không có hương_vị quá đắt và nhàm_chán cách trình_bày ngớ_ngẩn kỳ_cục thậm_chí không_thể biết một món ăn được cho là bao_gồm những gì cộng với cách chuẩn_bị rõ_ràng như_vậy từ trước tránh ra
1502,1502,"nhân viên nhiệt tình, support khách hết mình",0,0,5,0,0,0,{nha_hang#very_positive},nhân_viên nhiệt_tình support khách hết_mình
1503,1503,"Các khái niệm là tốt đẹp, và giá cả tốt. nhưng thức ăn tạo hương vị cho dịch vụ và chất lượng tổng thể của bữa ăn. là trải nghiệm tồi tệ nhất của chúng tôi cho đến nay. chúng tôi bắt đầu chuyến đi của mình tại Meat & Meet, nơi bạn tự nấu đồ ăn cho mình, nhưng họ quan niệm về tất cả những gì bạn có thể ăn. hương vị của thức ăn ở nơi đó tốt hơn gấp 1000 lần và dịch vụ cũng vậy. bầu không khí thực sự tốt tại Nhà hàng Bar Grill Garden, nhưng chỉ có vậy. bạn thực sự cần phải thử một trong những địa điểm khác trong thị trấn nếu bạn thích khái niệm này :)",0,0,0,2,0,0,{an_uong#negative},các khái_niệm là tốt_đẹp và giá_cả tốt nhưng thức_ăn tạo hương_vị cho dịch_vụ và chất_lượng tổng_thể của bữa ăn là trải_nghiệm tồi_tệ nhất của chúng_tôi cho đến nay chúng_tôi bắt_đầu chuyến đi của mình tại meat meet nơi bạn tự nấu đồ_ăn cho mình nhưng họ quan_niệm về tất_cả những gì bạn có_thể ăn hương_vị của thức_ăn ở nơi đó tốt hơn gấp 1000 lần và dịch_vụ cũng vậy bầu_không_khí thực_sự tốt tại nhà_hàng bar grill garden nhưng chỉ có vậy bạn thực_sự cần phải thử một trong những địa_điểm khác trong thị_trấn nếu bạn thích khái_niệm này
1504,1504,Hơi xa trung tâm tí nhưng mọi thứ tốt. Dịch vụ ổn. Có bán nhiều đặc sản tươi của vùng Bình Định tại chỗ cho khách mang lên máy bay. Nhà chờ rộng và mát mẻ.,0,0,0,0,4,4,"{di_chuyen#positive}, {mua_sam#positive}",hơi xa trung_tâm tí nhưng mọi thứ tốt dịch_vụ ổn có bán nhiều đặc_sản tươi của vùng bình_định tại_chỗ cho khách mang lên máy_bay nhà chờ rộng và mát_mẻ
